,Unnamed: 0,Unnamed: 0.1,song,artist,text,duration_ms,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
And we stay out way too late
Hit the Waffle House for some real food
But that waitress, she's real rude
She got real problems, but we do too
So we tip her anyway

[Pre-Chorus 2]
That's just the way that it is
That's just the way that we live

[Chorus]
This is real life in the real world
We ain't talkin' to no models, we got real girls
We get real low, we get real high
It ain't all good, baby, but it's alright
Real life

Yeah, we're lovin' real life

[Bridge]
We find real love, get real hurt
Fall real hard, shake off the dirt
Pray to God, let's make a deal
I guess it just got real

[Partial Chorus]
We get real low, we get real high
It ain't all good, baby, but it's alright
Real life

This ain't no fairy tale
It's real life",169827,1,0.00195,0.654,0.749,0,0.0956,-5.383,0.0257,108.004,0.774
684,684,684,Chun-Li,Nicki Minaj,"[Verse 1]
Ayo, look like I'm goin' for a swim
Dunked on 'em, now I'm swingin' off the rim
Bitch ain't comin' off the bench
While I'm comin' off the court fully drenched
Here go some haterade, get ya thirst quenched
Styled on 'em in this Burberry trench
These birds copy every word, every inch
But gang gang got the hammer and the wrench (Brrr)
I pull up in that quarter milli off the lot
Oh, now she tryna be friends like I forgot
Show off my diamonds like I'm signed by the Roc (By the rock)
Ain't pushin' out his babies 'til he buy the rock

[Chorus]
Ayo, I been on, bitch, you been corn
Bentley tints on, Fendi prints on
I mean I been Storm, X-Men been formed
He keep on dialin' Nicki like the Prince song
I-I-I been on, bitch, you been corn
Bentley tints on, Fendi prints on
Ayo, I been north, Lara been Croft
Plates say Chun-Li, drop the Benz off

[Interlude 1]
Oh, I get it, huh, they paintin' me out to be the bad guy
Well it's the last time you gonna see a bad guy do the rap game like me

[Verse 2]
I went and copped the chopsticks, put it in my bun just to pop shit
I'm always in the top shit, box seats, bitch, fuck the gossip
How many of them coulda did it with finesse?
Now everybody like, ""She really is the best""
You play checkers, couldn't beat me playin' chess
Now I'm about to turn around and beat my chest
Bitch, it's King Kong, yes, it's King Kong
Bitch, it's King Kong, this is King Kong
Chinese ink on, Siamese links on
Call me 2 Chainz, name go ding dong
Bitch, it's King Kong, yes, I'm King Kong
This is King Kong? Yes, Miss King Kong
In my kingdom wit' my Timbs on
How many championships? What? Six rings on

[Interlude 2]
They need rappers like me
They need rappers like me
So they can get on their fucking keyboards
And make me the bad guy, Chun-Li

[Chorus]
Ayo, I been on, bitch, you been corn
Bentley tints on, Fendi prints on
I mean I been Storm, X-Men been formed
He keep on dialin' Nicki like the Prince song
I-I-I been on, bitch, you been corn
Bentley tints on, Fendi prints on
Ayo, I been north, Lara been Croft
Plates say Chun-Li, drop the Benz off

[Outro]
I come alive, I, I'm always sky high
Designer thigh highs, it's my lifestyle
I come alive, I, I'm always sky high
Designer thigh highs, it's my lifestyle
I need a Mai Tai, so fuckin' sci-fi
Give me the password to the fuckin' wifi",191600,6,0.276,0.69,0.729,5.08e-05,0.106,-5.08,0.372,128.96,0.478
747,747,747,Rolex,Ayo & Teo,"[Chorus: Teo]
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
Yeah, yeah, yeah
All I ever wanted was a Rollie, Rollie
All I ever wanted was a Rollie, Rollie
Cooler than a snowman with the ice all on me
Now your chick all on me, now your chick all on me (she on me)

[Verse 1: Teo]
My Rollie don't tick-tock, it just glide
Keep starin' at it and you might go blind
I be movin' clean, I don't even try
All I see is bands, bands, I spy
Yeah, dat way
I need that moola by Tuesday
Yeah, dat way
I low key feel like fungswae
I just now got started
Got views on views, I'm poppin'
My diamonds goin' retarded
Your girl on deck, it's a party

[Chorus: Teo]
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
Yeah, yeah, yeah
All I ever wanted was a Rollie, Rollie
All I ever wanted was a Rollie, Rollie
Cooler than a snowman with the ice all on me
Now your chick all on me, now your chick all on me (she on me)

[Verse 2: Ayo]
Blue face Rollie, red face Rollie, ayy
Purple face Rollie like some Teletubbies, ayy
Baby diamonds wet, shinin' like some guppies
Your man's hatin', probably 'cause his girl love me, ayy
I pull up to the mall and I'm flexin' on your ho
Jahleele in the cut, and he got them buffies ayy
Whiteskins got me goin' crazy, crazy, ayy
Your girl love me 'cause she prolly want my baby, ayy (woo)
Ice on my neck cost like five K
I want a girl built just like Kim K (she thick)
Karate chop that bitch like a sensei
Pull off up in a 'Rari or a Bentley, ayy

[Chorus: Teo]
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
Yeah, yeah, yeah
All I ever wanted was a Rollie, Rollie
All I ever wanted was a Rollie, Rollie
Cooler than a snowman with the ice all on me
Now your chick all on me, now your chick all on me (she on me)

[Outro: Teo]
Yeah, she on me
All I ever wanted was a Rollie
All I ever wanted was a Rollie
I just want a Rollie
I just want a Rollie
I just want a
I just want a Rollie",238587,1,0.0837,0.804,0.886,0,0.266,-2.512,0.04,144.946,0.789
559,559,559,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,"[Intro: Ha Ha Davis]
You don't want zero problems, big fella!
Yep!

[Refrain: Chance The Rapper]
If one more label try to stop me
It's gon' be some dreadhead niggas in ya lobby

[Hook: Chance The Rapper]
You don't want no problems, want no problems with me, bih!
You don't want no problems, want no problems with me
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""
You don't want no problems, want no problems with me, bih!
You don't want no problems, want no problems with me
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""

[Verse 1: Chance The Rapper]
Ooh, I be comin', put the hinges in their hands
Countin' Benjis while we meetin', make 'em shake my other hand
Milly rockin', scoopin' all the blessings out my lap
Bitch I know you tried to cheat, you shoulda never took a nap
Fuck wrong with you? What you was thinkin'?
Fuck you thought it was?
You talk that talk that make a lame ass nigga fall in love
Not me, though, bitch you can keep those
Boy I'm at your head like Craig did Deebo
Don't tweak, bro, it's never sweet, ho
My shooters come for free, so

[Refrain: Chance The Rapper]
If one more label try to stop me
It's gon' be some dreadhead niggas in ya lobby

[Hook: Chance The Rapper]
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
Yep, yep!
Pull up in the new thing, I'm like
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
They be like, ""There he go!""

[Verse 2: 2 Chainz]
You old Petey Pablo, take your shirt off
Wave 'round your head like a helicopter
I ain't put enough weed in the blunt
All you do is smoke tobacco
Where the hell you get them from?
Yeezus said he ain't make them
My niggas chasin' bounty hunters
And gettin' chased by their baby mommas
My first tat was on my stomach
Got a pocket full of money
And a mind full of ideas
Some of this shit may sound weird
Inside of the Maybach
Look like it came out of Ikea
Run shit like diarrhea
Big yacht, no pies there
Aye, aye, captain
I'm high, captain
I'm so high
Me and God dappin'
This is my blessin'
This is my passion
School of hard knocks
I took night classes

[Hook: Chance The Rapper]
You don't want no problems, want no problems with me, bih!
You don't want no problems, want no problems with me
Pull up in the new thing, I'm like
They be like, ""There he go!""

[Verse 3: Lil Wayne]
I got problems bigger than these boys
My deposits, they be on steroids
Lord, free the Carter, niggas need the Carter
Sacrificin' everything, I feel like Jesus Carter
Hold up, I got this sewed up, my soda poured up
My woes up, I'm flippin' those bucks, they doing toe tucks
I rolled up and let the smoke puff
I lay down, told yah
Hold up, get too choked up when I think of old stuff
Move on, put my goons on, they kidnap newborns
In the streets my face a coupon
Her pussy too warm
All these bitches come to do harm
Just bought a new charm
Fuck the watch, I buy a new arm, you lukewarm
I'm Uncle Luke with the hoes
Pretty bitches, centerfolds
Tippy toes around my crib in their robes, just their robes
Half a milli' in the safe, another in the pillowcase
Codeine got me movin' slower than a caterpillar race
Fuck wrong with you? What you thinkin'?
What you thought it was?
I just popped five percocets and only caught a buzz
And if that label try to stop me
There gon' be some crazy Weezy fans waitin' in the lobby
Mula, baby

[Hook: Chance The Rapper]
You don't want no problems, want no problems with me, bih!
You don't want no problems, want no problems with me
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""
You don't want no problems, want no problems with me, bih!
You don't want no problems, want no problems with me
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""

[Outro: Lil Wayne + Chance The Rapper]
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
You don't want no problems, want no problems with me
Say so, ridin' with the payo'
They be like, ""There he go!""",304607,11,0.156,0.652,0.795,0,0.123,-5.192,0.174,135.018,0.788
685,685,685,I'll Show You,Justin Bieber,"[Verse 1]
My life is a movie and everyone's watching
So let's get to the good part and past all the nonsense

[Pre-Chorus]
Sometimes it's hard to do the right thing
When the pressure's coming down like lightning
It's like they want me to be perfect
When they don't even know that I'm hurting

[Chorus]
Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure
I'll show you
I'll show you
I'll show you
I'll show you

[Verse 2]
I've got to learn things, learn them the hard way
Got to see what it feels like, no matter what they say

[Pre-Chorus]
Sometimes it's hard to do the right thing
When the pressure's coming down like lightning
It's like they want me to be perfect
When they don't even know that I'm hurting

[Chorus]
Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure
I'll show you
I'll show you
I'll show you
I'll show you
Cause life's not easy, I'm not made out of steel
Don't forget that I'm human, don't forget that I'm real
Act like you know me, but you never will
There's one thing that I know for sure

[Outro: Acoustic]
I'll show you
I'll show you

[Produced by Skrillex]",,,,,,,,,,,
622,622,622,Gonna Know We Were Here,Jason Aldean,"[Verse 1]
You got the gas
I got the matches
We gonna turn this town to ashes
Cause they ain't never seen nothing like us
Ain't heard loud till we turn it up
I got the wild
You got the crazy
You know that's why I love you baby
Cause your motor runs just as fast as mine
Pedal to the metal, keep your throttle down all night
And we only get one life

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
But they're sure gonna know we were here
Yeah, they're sure gonna know we were here

[Verse 2]
People talk girl
You know damn well
When they got a good tale to tell
Let's give them something they ain't never seen
A little Rated R redneck dream
Let's blaze a trail through the dirty south
Or give them something they can talk about
A little story that they won't forget
Long after we ride off into the sunset
Baby, cause we ain't dead yet, baby

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
But they're sure gonna know we were here

[Bridge]
We only get one chance around
This runaway roller coaster train
And it ain't slowing down
So baby they're gonna remember our name

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
No, we may not be around in 20 years
But they're sure gonna know we were here
Yeah, they're sure gonna know we were here",224067,9,0.0339,0.447,0.896,0,0.882,-5.57,0.173,173.852,0.533
748,748,748,Bon Appetit,Katy Perry Featuring Migos,"[Intro: Quavo]
Katy Perry, Migos
Who's worse? You decide
Music is dead!

[Chorus: Katy Perry]
I'm wrapped up like a chew toy
I'm still singing about boys
Well into my thirties
This is my most cringeworthy phase
Blue balls or blue apron
This song isn't well done
It's my third crappiest one
After Swish Swish and Ur So Gay (real songs)

[Verse 1: Katy Perry]
Me not making faces
Is rarer then TarTare
When it comes to subtle tea
I'm the culinary Jar Jar
Is this a Tasty video
Or a tasteless food porno?
I'm the Pillsbury Dough Ho (Hoo Hooo)

[Pre-Chorus: Katy Perry]
You know you love
My hot doughy butt
You'll bust a doughnut
When I'm inside you
More wordplay
Yes you knead this song
I'm like strech armstrong
Feast on my toe-fu

[Chorus: Katy Perry]
I need to be defloured
My clam needs your chowder
Your filthy brain needs a shower
'Cause I'm not cursing technically
I'm gonna fuck your banana
If you get what I'm after
You would think I ate Nebraska
Because my shit is so corny
I'm the real Slim Shady

[Spoken]
Welcome back to Pop Chef
Let's see what our judges have to say

[Verse 2: Quavo]
Katy must be high
Has she lost her mind?
Using too much damn cheese
You could have used more thyme

[Verse 3: Takeoff]
Sexy piece of candy has matured
Into a horny foodie connoisseur
She told me this was Kobe but it's tripe
But I have to say the melons do look ripe (points)

[Verse 4: Offset]
I prefer a Katy Perry ballad, that's about it
The missing ingredient was talent, now she wildin'
Trying to be a female DJ Khaled
And a Justin Bieber haircut disagrees with my pallet

[Verse 5: Quavo]
Thumbs down, not impressed
Suprised you didn't steal Lady Gaga's meat dress
Has anybody seen our waitress? No?
Cause' Migos need separate checks
I'll call a chauffeur
This thing doesn't work

[Chorus: Katy Perry]
Now I'm super hungry
I guess I could just eat me
Besides, who really needs feet?
This song is allover the place
I've made too many food puns
I've got food pun poisonin'
Where's the vomitorium?
Oh god, I'm even sick of me",227813,6,0.13,0.799,0.794,8.23e-05,0.221,-5.834,0.0628,106.031,0.524
560,560,560,Crushin' It,Brad Paisley,"I sure could use an attaboy or a big old high five
I'd love to hear ""you're killing it, dude"", yeah it's been a long time
Since I hit one out of the park or nailed it as they say
I guess I've been in a dry spell but that's about to change

Cause every week has a weekend, by this time Friday night
I'll be done with my third can of cold Bud Light
And I'll be crushin' it, yeah I'll be crushin' it

They say your baby's mad cause you told her that you'd hang some pictures for her
You know the ones she framed late last spring of you and her in Florida
You're up on the ladder when it shatters into smithereens
She shakes her head, looks at you and says
""Ain't you good for anything?"" and you say

Every week has a weekend, by this time Friday night
You want a margarita, I'll get Tequila and ice
And I'll be crushin' it, with a cold one in my other hand
I'll be crushin' it, when I'm finished with my can
I can stomp it with my boot, crunch it with my fist
Smash it on my forehead, yeah I got this
I'll be crushin' it, oh I'll be crushin' it

I figured this out in college, walking past them Gothic columns
That I was gonna probably wind up somewhere near the bottom
I was never gonna be the best and brightest guy around
But like the great George freakin Strait, I'm the king of getting unwound

And every week has a weekend, by this time Friday night
I'll be done with my third can of cold Bud Light
And I'll be crushin' it, every weekend's a weekend
Yeah I'll be crushin' it, by this time Friday night
I'll be crushin' it, I'll be done with my third can
Oh, I'll be crushin' it, of cold Bud Light
I'll be crushin' it, I'll be crushin' it",220147,2,0.0385,0.595,0.823,1.35e-06,0.0984,-5.864,0.0483,108.99,0.745
686,686,686,This Summer's Gonna Hurt...,Maroon 5,"[Chorus]
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker

[Verse 1]
Her body's hot
Her body's like the summer
I'm in a trance or something
Her mind is not, no
As sharp as all her diamonds
She must be smoking something

[Pre-Chorus]
I see her dancing in the streets
Sipping champagne on the beach
So expensive when she eats
'Cause she's so fancy
I see her when I go to sleep
I check my phone when I am weak
She never posts anything deep
'Cause she's so fancy

[Chorus]
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker

[Verse 2]
She wants it all
She's always taking something
And now I'm left with nothing
I'm ripping off, oh
I'm ripping off that bandage
Because I just can't stand it

[Pre-Chorus]
I see her dancing on a fool
Like she's seventeen and cool
She really thinks that she can move
But it's just nasty
I see her when I go to sleep
I check my phone when I am weak
She never posts anything deep
'Cause she's so fancy

[Chorus]
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker

[Bridge]
Has to have it all, chases every star, she's so popular (Whoo!)
Has to have it all, chases every star, she's so popular, oh
This summer's gonna hurt, it's gonna hurt
I see her dancing in the street
Sipping champagne on the beach
So expensive when she eats
'Cause she's so fancy
'Cause she's so fancy

[Chorus]
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker, fucker
This summer's gonna hurt like a motherfucker",,,,,,,,,,,
623,623,623,Better Now,Post Malone,"[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 1]
I did not believe that it would end, no
Everything came second to the Benzo
You're not even speakin' to my friends, no
You knew all my uncles and my aunts though
Twenty candles, blow 'em out and open your eyes
We were lookin' forward to the rest of our lives
Used to keep my picture posted by your bedside
Now it's in your dresser with the socks you don't like
And I'm rollin', rollin', rollin', rollin'
With my brothers like it's Jonas, Jonas
Drinkin' Henny and I'm tryna forget
But I can't get this shit outta my head

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 2]
I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life it goes on, what can you do?
I just wonder what it’s gonna take (What it's gonna take)
Another foreign or a bigger chain (Bigger chain)
Because no matter how my life has changed
I keep on looking back on better days

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Bridge]
I promise
I swear to you, I'll be okay
You're only the love of my life (Love of my life)

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh",231267,10,0.354,0.68,0.563,0,0.136,-5.843,0.0454,145.028,0.374
749,749,749,KIKA,6ix9ine Featuring Tory Lanez,"[Chorus: Tory Lanez]
Bitch, we in the city on that hot shit
Lookin' for a bitty on that thot shit
Y’all ain't gettin' money, nigga, stop this
I been ’round the globe talkin' hot shit
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
Bitch, we in the city on that hot shit
Lookin' for a bitty on that thot shit
Y'all ain't gettin' money, nigga, stop this
I been 'round the globe talkin' hot shit
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it

[Verse 1: 6ix9ine]
I do my own shit, I don’t need 50 niggas to roll with
Folk shit, I’m on my doley, I'm on my boss shit
I do my own shit, fuck all them niggas I used to roll with
I know you used to see me with niggas, but that’s that old shit
Real nigga, quick to pull a fucking trigger
Fed nigga's definition of a real nigga
Fuck nigga, quick to fuckin' hate, nigga
Bitch nigga, definition of a bitch nigga
Now wildin', ready for all the violence
I don’t need a nigga jacking that he riding
I got this four fifth, this shit all up on my hip
I blow that shit, now you where Bobby Shmurda's hat went!

[Chorus: Tory Lanez]
Bitch, we in the city on that hot shit
Lookin' for a bitty on that thot shit
Y'all ain't gettin' money, nigga, stop this
I been 'round the globe talkin' hot shit
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it
I do my own stunts, Jackie Chan with it

[Verse 2: 6ix9ine]
Kick her out, I'm gettin' money now, actin' funny now
Thought she love me, but she only tryna fuck me for the clout
Saw the Patek all bust down, charter run down
Bitch hit me on a touchdown, but I curved it
They be beggin' me to keep the bitch, but I don't need the bitch
Ray Charles, John Cena shit, I can't see the bitch
In the DM sendin' naked pics, Uber that bitch
But I send her in the pool even though I'm rich as shit

[Outro: Tory Lanez]
It's fuckin' Tr—
Oh wait, I forgot you can't say that shit
You can go start with everything else that start with a T, though
It's fuckin' Trojan
It's fuckin' Target
It's fuckin'—
Hahahaha",136032,1,0.128,0.745,0.715,0,0.182,-3.368,0.245,94.513,0.342
561,561,561,RGF Island,Fetty Wap,"[Intro]
Ayy, yeah, baby
Mmm, uh, uh

[Chorus]
My niggas stack their money just to spend it
'Cause when you die, you cannot take it with you
If you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas 'cause I got 'em, uh
My niggas stack their money just to spend it, uh
'Cause when you die you cannot take it with you
And if you ain't beefin' 'bout no money, then what's the problem? Uh
Don't worry about my niggas, ZooWap got 'em, uh

[Verse]
On everything, for 17 I'm wildin', ayy
Treat my whole squad on an island, ayy
Ziploc gang, bring a lighter, ayy
It's gon' be a house party on this island, ayy
Shit boom like M80s on this island
It's a lot of trillionaires throwin' dollars
Causin' pure hell, wildin' out on this island
I do this too swell, my pockets too swell
Come try the Hunned Gang, man they'll shoot ya
I do this for my squad, I do this for my gang
I do this for my squad, I do this for my gang
It's Zoovie from the trap and ain't a damn thing change

[Chorus]
My niggas stack their money just to spend it
'Cause when you die, you cannot take it with you
If you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas 'cause I got 'em, uh
My niggas stack their money just to spend it, uh
'Cause when you die you cannot take it with you
And if you ain't beefin' 'bout no money, then what's the problem? Uh
Don't worry about my niggas, ZooWap got 'em, uh",173893,0,0.00116,0.746,0.764,8.19e-06,0.0867,-5.066,0.0423,137.98,0.518
687,687,687,I Really Like You,Carly Rae Jepsen,"[Verse 1]
I really wanna stop, but I just got the taste for it
I feel like I could fly with the boy on the moon
So honey, hold my hand, you like making me wait for it
I feel like I could die walking up to the room, oh yeah

[Pre-Chorus]
Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love
But I need to tell you something

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I’m so in my head when we’re out of touch
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?

[Verse 2]
It's like everything you say is a sweet revelation
All I wanna do is get into your head
Yeah, we could stay alone
You and me, and this temptation
Sipping on your lips, hanging on by a thread, baby

[Pre-Chorus]
Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love (Love)
But I need to tell you something

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I’m so in my head when we’re out of touch (When we’re out of touch!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?

[Bridge]
Who gave you eyes like that?
Said you could keep them
I don’t know how to act
Or if I should be leaving
I’m running out of time
Going out of my mind
I need to tell you something
Yeah, I need to tell you something
Yeah!

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you (Oh oh oh)
And I want you, do you want me, do you want me too?
Oh, did I say too much? (Did I say too much?)
I’m so in my head when we’re out of touch (I’m so in my head, when we’re out of touch)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah, I need to tell you something)
I really, really, really, really, really, really like you (Oh, yeah)
And I want you, do you want me, do you want me too?",204773,5,0.00543,0.622,0.808,5.63e-05,0.215,-4.701,0.0418,122.121,0.599
624,624,624,Roses,The Chainsmokers Featuring Rozes,"[Verse 1.]

Small minded people go to disengage
I'm trying to get this paper in a major way
Who my real friends,  I ask myself every day
Caught up in the business committed to staying in my lane
Mom a little worried about the flashy life
Pops wants the Bentley guess I got to make it happen right
All I know is work more you'll score
All y'all waves gon overboard, take a flight
How'd I know you couldn't handle us
We over-night hurdling you laid up in pajamas bro
If I never answer you
Just know I'm outstanding you
The silent making a killing
U could leave us off the camera
Ain't funny how the time go by
And all we ever stop to think is  why didn't I try
Well
I'm the guy to put a spark in your eyes
I just ask when I be rappin you would look into mine

[Verse 2.]

Last week I put my girl up on the big screen
Mad views, how'm I supposed to do it this week
Shits fleek, but y'all already know that
Sorry mom I got too deep in the moment
Catch it hold it
Watch me flowing on my you could never cross this
DJ Khaled with the key and the locksmith
Took a little (Knowledge/Nawlage) to my college watch me plot shit
Eating all this sushi while I record fuck the chopsticks
Gossip
Gossip
Non stop they talking
Discussing what's popping
I am the topic
James got options, outboards you lost him
Mix so clean that Dan B. awesome
Freak chance you're going to get a better shot
Then what we got going right here in this spot
And if you're trying to turn up with your boy just holler
Fuck that I'm too lit, take me back to Bridgewater",226739,4,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,0.343
750,750,750,Go Flex,Post Malone,"[Verse 1]
Lighting stog after stog, I choke on the smoke
They tell me to quit, don't listen what I'm told
They help me forget that this world is so cold
I don't even know what I'm chasin' no more
Tell me what I want, just keep searchin' on
It's never enough, cup after cup
Blunt after blunt
I wouldn't give one if I could find a fuck, ha, ha, ha, uh
In the cut and I put that on my momma
And my bitch called talkin' 'bout some drama
I swear there ain't no time for women on the come up
It's either pussy or the commas

[Chorus]
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check

[Verse 2]
Uh, yeah, push the gas, get a motherfuckin' nose bleed
She ain't never met a youngin' do it like me
She got a man but she says she really like me
She doin' things to excite me
She sendin' all her friends snaps of my new tracks
'Cause all these hoes know what's about to come next
I hit my plug up, got the paper connect
I drop a couple bands I just wanna go

[Chorus]
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check

[Bridge]
Knowing all of this, it just don't make a difference
I'm just talking shit to the ones that'll listen
I come with the heat man, I swear I'm never missing
And I'm still the same and I swear I'm never switching
Knowing all of this, it just don't make a difference
I'm just talking shit to the ones that'll listen
I come with the heat man, I swear I'm never missing
And I'm still the same and I swear I'm never switching

[Chorus]
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check

[Outro]
Ooh, man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex, yeah
Ice cold with the flex
Haha, that shit hard",179613,5,0.228,0.665,0.498,0,0.0757,-8.185,0.0831,81.967,0.127
