,Unnamed: 0,Unnamed: 0.1,song,artist,text,duration_ms,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Mam says the pig's head isn't right for Christmas and he says 'tis more than the Holy Family had in that cold stable in Bethlehem long ago. You wouldn't find them complaining if someone offered them a nice fat pig's head.
No, they wouldn't complain, says Mam, but they'd never eat the pig's head. They were Jewish.
And what does that have to do with it? A pig's head is a pig's head.
And a Jew is a Jew and 'tis against their religion and I don't blame them.
The butcher says, Are you a bit of an expert, missus, on the Jews and the pig.
I am not, says Mam, but there was a Jewish woman, Mrs. Leibowitz, in New York, and I don't know what we would have done without her.
The butcher takes the pig's head off a shelf and when Malachy says, Ooh, look at the dead dog, the butcher and Mam burst out laughing. He wraps the head in newspaper, hands it to Mam and says, Happy Christmas. Then he wraps up some sausages and tells her, Take these sausages for your breakfast on Christmas Day. Mam says, Oh, I can't afford sausages, and he says, Am I asking you for money? Am I? Take these sausages. They might help make up for the lack of a goose or a ham.
Sure, you don't have to do that, says Mam.
I know that, missus. If I had to do it, I wouldn't.
Mam says she has a pain in her back, that I'll have to carry the
pig's head. I hold it against my chest but it's damp and when the newspaper begins to fall away everyone can see the head. Mam says, I'm ashamed of me life that the world should know we're having pig's head for Christmas. Boys from Leamy's National School see me and they point and laugh. Aw, Gawd, look at Frankie McCourt an'his pig's snout. Is that what the Yanks ate for Christmas dinner, Frankie?
One calls to another, Hey, Christy, do you know how to ate a pig's
head?
No, I don't, Paddy.
Grab him by the ears an' chew the face offa him.
And Christy says, Hey, Paddy, do you know the only part of the pig the McCourts don't ate?
No, I don't, Christy.
The only part they don't ate is the oink.
After a few streets the newspaper is gone altogether and everyone
can see the pig's head. His nose is flat against my chest and pointing up at my chin and I feel sorry for him because he's dead and the world is
laughing at him. My sister and two brothers are dead, too, but if anyone laughed at them I'd hit them with a rock.
I wish Dad would come and help us because Mam has to stop every few steps and lean against a wall. She's holding her back and telling us she'll never be able to climb Barrack Hill. Even if Dad came he wouldn't be much use because he never carries anything, parcels, bags, packages. If you carry such things you lose your dignity. That's what he says. He carried the twins when they were tired and he carried the Pope, but that was not the same as carrying ordinary things like a pig's head. He tells Malachy and me that when you grow up you have to wear a collar and tie and never let people see you carry things.
He's upstairs sitting by the fire, smoking a cigarette, reading The Irish Press, which he loves because it's De Valera's paper and he thinks De Valera is the greatest man in the world. He looks at me and the pig's head and tells Mam it's a disgraceful thing to let a boy carry an object like that through the streets of Limerick. She takes off her coat and eases herself into the bed and tells him that next Christmas he can go out and find the dinner. She's worn out and gasping for a cup of tea so would he drop his grand airs, boil the water for the tea and fry some bread before his two small sons starve to death.
On Christmas morning he lights the fire early so that we can have sausages and bread and tea. Mam sends me to Grandma to see if we can borrow a pot for the pig's head. Grandma says, What are ye having for yeer dinner? Pig's head! Jesus, Mary an' Joseph, that's goin' beyond the beyonds. Couldn't your father get out and find a ham or a goose at least? What kind of man is he at all, at all?
Mam puts the head in the pot, just covered with water, and while the pig is boiling away Dad takes Malachy and me to Mass at the Redemptorist church. It's warm in the church and sweet with flowers and incense and candles. He takes us to see the Baby Jesus in the crib. He's a big fat baby with fair curls like Malachy. Dad tells us that's Jesus' mother there, Mary, in the blue dress, and his father, St. Joseph, the old man with the beard. He says they're sad because they know Jesus will grow up and be killed so that we can all go to heaven. I ask why the Baby Jesus has to die and Dad says you can't ask questions like that. Malachy says, Why? and Dad tells him be quiet.
Mam is in a terrible state at home. There isn't enough coal to cook the dinner, the water isn't boiling anymore and she says she's demented with worry. We'll have to go down the Dock Road again to see if there's any coal or turf lying around from the lorries. Surely we'll find something on the road this day of all days. Even the poorest of the poor don't go out on Christmas Day picking coal off the road. There's no use asking Dad to go because he will never stoop that low and even if he did he won't carry things through the streets. It's a rule he has. Mam can't go because of the pain in her back.
She says, You'll have to go, Frank, and take Malachy with you.
It's a long way to the Dock Road but we don't mind because our bellies are filled with sausages and bread and it's not raining. We carry a canvas bag Mam borrowed from Mrs. Hannon next door and Mam is right, there is no one on the Dock Road. The poor are all at home having pig's head or maybe a goose and we have the Dock Road to ourselves. We find bits of coal and turf stuck in cracks on the road and in the walls of the coal yards. We find bits of paper and cardboard that will be useful in starting the fire again. We're wandering around trying to fill the bag
when Pa Keating comes along. He must have washed himself for Christmas because he's not as black as he was when Eugene died. He wants to know what we're doing with that bag and when Malachy tells him he says, Jesus, Mary and Holy St. Joseph! Christmas Day and ye don't have a fire for yeer pig's head. That's a bloody disgrace.
He takes us to South's pub, which is not supposed to be open, but he's a regular customer and there's a back door for men who want their pint to celebrate the birthday of the Baby Jesus above in the crib. He orders his pint and lemonade for us and asks the man if there's any chance of getting a few lumps of coal. The man says he's been serving drink for twenty-seven years and nobody ever asked him for coal before. Pa says it would be a favor and the man says if Pa asked for the moon he'd fly up and bring it back. The man leads us to the coal hole under the stairs and tells us take what we can carry. It's real coal and not bits from the Dock Road and if we can't carry it we can drag it along the ground.
It takes us a long time to go from South's pub to Barrack Hill because of a hole in the bag. I pull the bag and it's Malachy's job to pick up the lumps that fall through the hole and put them back again. Then it starts to rain and we can't stand in a doorway till it passes because we have that coal and it's leaving a black trail along the pavement and Malachy is turning black from picking up the lumps, pushing them into the bag and wiping the rain from his face with his wet black hands. I tell him he's black, he tells me I'm black, and a woman in a shop tells us get away from that door, 'tis Christmas Day and she doesn't want to be looking at Africa.
We have to keep dragging the bag or we'll never have our Christmas dinner. It will take ages to get a fire going and ages more to get our dinner because the water has to be boiling when Mam puts in the head of cabbage and the potatoes to keep the pig company in the pot. We drag the bag up O'Connell Avenue and we see people in their houses sitting around tables with all kinds of decorations and bright lights. At one house they push up the window and the children point and laugh and call to us, Look at the Zulus. Where are yeer spears?
Malachy makes faces at them and wants to throw coal at them but I tell him if he throws coal there's less for the pig and we'll never get our dinner.
The downstairs in our house is a lake again from the rain pouring under the door but it doesn't matter because we're drenched anyway and we can wade through the water. Dad comes down and drags the bag upstairs to Italy. He says we're good boys for getting so much coal, that the Dock Road must have been covered with it. When Mam sees us she starts to laugh, and then she cries. She's laughing because we're so black and crying because we're sopping wet. She tells us take off all our clothes and she washes the coal off our hands and faces. She tells Dad the pig's head can wait a while so that we can have a jam jar of hot tea.
It's raining outside and there's a lake downstairs in our kitchen but up here in Italy the fire is going again and the room is so dry and warm that, after our tea, Malachy and I doze off in the bed and we don't wake till Dad tells us the dinner is ready. Our clothes are still wet, so Malachy sits on the trunk at the table wrapped in Mam's red American overcoat and I'm wrapped in an old coat that Mam's father left behind when he went to Australia.
There are delicious smells in the room, cabbage, potatoes, and the pig's head, but when Dad lifts the head from the pot to a plate Malachy says, Oh, the poor pig. I don't want to eat the poor pig.
Mam says, If you were hungry you'd eat it. Now stop the nonsense and eat your dinner.
Dad says, Wait a minute. He takes slices from the two cheeks, places them on our plates and smears them with mustard. He takes the plate that holds the pig's head and puts it on the floor under the table. Now, he says to Malachy, that's ham, and Malachy eats it because he's not looking at what it came from and it isn't pig's head anymore. The cabbage is soft and hot and there are plenty of potatoes with butter and salt. Mam peels our potatoes but Dad eats his skin and all. He says all the nourishment of a potato is in the skin and Mam says it's a good thing he's not eating eggs, he'd be chewing the shells and all.
He says he would, and it's a disgrace that the Irish throw out millions of potato skins every day and that's why thousands are dying of consumption and surely there's nourishment in the shell of an egg since waste is the eighth deadly sin. If he had his way, and Mam says, Never mind your way. Eat your dinner.
He eats half a potato with its skin on and puts the other half back in the pot. He eats a small slice of the pig's cheek and a leaf of cabbage and leaves the rest on his plate for Malachy and me. He makes more tea and we have that with bread and jam so that no one can say we didn't have a sweet on Christmas Day.
It's dark now and still raining outside and the coal is glowing in the grate where Mam and Dad sit and smoke their cigarettes. There's nothing to do when your clothes are wet but get back into bed where it's cozy and your father can tell you a story about how Cuchulain became a Catholic and you fall asleep and dream about the pig standing in the crib at the Redemptorist church crying because he and the Baby Jesus and Cuchulain all have to grow up and die.
The angel that brought Margaret and the twins comes again and brings us another brother, Michael. Dad says he found Michael on the seventh step of the stairs to Italy. He says that's what you have to watch for when you ask for a new baby, the Angel on the Seventh Step.
Malachy wants to know how you can get a new brother from the Angel on the Seventh Step if you don't have any stairs in your house and Dad tells him that asking too many questions is an affliction.
Malachy wants to know what an affliction is.
Affliction. I'd like to know what that word means. Affliction, but Dad says, Och, child, the world is an affliction and everything in it, puts on his cap and goes to the Bedford Row Hospital to see Mam and Michael. She's in the hospital with the pain in her back and she has the baby with her to make sure he was healthy when he was left on the seventh step. I don't understand this because I'm sure angels would never leave a sick baby on the seventh step. There's no use asking Dad or Mam about this. They say, You're getting as bad as your brother for asking questions. Go play.
I know that big people don't like questions from children. They can ask all the questions they like, How's school? Are you a good boy? Did you say your prayers? but if you ask them did they say their prayers you might be hit on the head.
Dad brings Mam home with the new baby and she has to stay in bed for a few days with the pain in her back. She says this baby is the
spitting image of our sister who died, with his wavy black hair, his lovely blue eyes, and the gorgeous eyebrows. That's what Mam says.
I want to know if the baby will be spitting. I also want to know which is the seventh step because there are nine steps on the stairs and I'd like to know if you count from the bottom or the top. Dad doesn't mind answering this question. Angels come down from above, he says, and not up from kitchens like ours which are lakes from October till April.
So I find the seventh step by counting from the top.
The baby Michael has a cold. His head is stuffed and he can barely breathe. Mam worries because it's Sunday and the Dispensary for the poor is closed. If you go to the doctor's house and the maid sees you're from the lower classes she tells you go to the Dispensary where you belong. If you tell her the child is dying in your arms she'll say the doctor is in the country riding his horse.
Mam cries because the baby is struggling to get air through his mouth. She tries to clear his nostrils with a bit of rolled up paper but she's afraid to push it too far up. Dad says, There's no need for that. You're not supposed to be pushing things inside a child's head. It looks like he's going to kiss the baby. Instead, he has his mouth on the little nose and he's sucking sucking the bad stuff out of Michael's head. He spits it into the fire, Michael gives out a loud cry and you can see him drawing the air into his head and kicking his legs and laughing. Mam looks at Dad as if he just came down from heaven and Dad says, That's what we did in Antrim long before there were doctors riding their horses.
Michael entitles us to a few extra shillings on the dole but Mam says it isn't enough and now she has to go to the St. Vincent de Paul Society for food. One night there is a knock on the door and Mam sends me down to see who it is. There are two men from the St. Vincent de Paul and they want to see my mother and father. I tell them my parents are upstairs in Italy and they say, What?
Upstairs where 'tis dry. I'll tell them.
They want to know what that little shed is beside our front door. I tell them it's the lavatory. They want to know why it isn't in the back of the house and I tell them it's the lavatory for the whole lane and it's a good thing it's not in the back of our house or we'd have people traipsing through our kitchen with buckets that would make you sick.
They say, Are you sure there's one lavatory for the whole lane? I am.
They say, Mother of God.
Mam calls down from Italy. Who's down there?
The men.
What men? From the St. Vincent de Paul.
They're careful the way they step into the lake in the kitchen and
they make tsk tsk and tut tut noises and they tell one another, Isn't this a disgrace? till they get upstairs to Italy. They tell Mam and Dad they're sorry to disturb them but the Society has to be sure they're helping deserving cases. Mam offers them a cup of tea but they look around and say, No, thank you. They want to know why we're living upstairs. They want to know about the lavatory. They ask questions because big people can ask all the questions they like and write in notebooks, especially when they're wearing collars and ties and suits. They ask how old Michael is, how much Dad gets at the Labour Exchange, when did he last have a job, why doesn't he have a job now and what class of an accent is that he has?
Dad tells them the lavatory could kill us with every class of disease, that the kitchen floods in the winter and we have to move upstairs to stay dry. He says the River Shannon is responsible for all the dampness in the world and killing us one by one.
Malachy tells them we're living in Italy and they smile.
Mam asks if there's any chance of getting boots for Malachy and me and they say she'll have to come down to Ozanam House and apply. She says she hasn't been feeling well since the baby came and she wouldn't be able to stand long in a queue, but they say everyone has to be treated the same, even a woman down in the Irishtown that had triplets and, thank you, we'll make our report to the Society.
When they're leaving Malachy wants to show them where the angel left Michael on the seventh step but Dad tells him, Not now, not now. Malachy cries and one of the men gives him a piece of toffee from his pocket and I wish I had something to cry about so that I'd get a piece, too.
I have to go downstairs again and show the men where to step to keep their feet dry. They keep shaking their heads and saying, God Almighty and Mother of God, this is desperate. That's not Italy they have upstairs, that's Calcutta.
Dad is telling Mam up in Italy she should never beg like that. What do you mean, beg?
Don't you have any pride, begging for boots like that?
And what would you do, Mr. Grand Manner? Would you let them go
barefoot?
I'd rather fix the shoes they have.
The shoes they have are falling to pieces.
I can fix them, he says.
You can't fix anything. You're useless, she says.
He comes home the next day with an old bicycle tire. He sends me to
Mr. Hannon next door for the loan of a last and a hammer. He takes Mam's sharp knife and he hacks at the tire till he has pieces to fit on the soles and heels of our shoes. Mam tells him he's going to destroy the shoes altogether but he pounds away with the hammer, driving the nails through the rubber pieces and into the shoes. Mam says, God above, if you left the shoes alone they'd last till Easter, at least, and we might get the boots from the St. Vincent de Paul. But he won't stop till the soles and heels are covered with squares of rubber tire which stick out on each side of the shoe and flop before and behind. He makes us put on the shoes and tells us our feet will be good and warm but we don't want to wear them anymore because the tire pieces are so lumpy we stumble when we walk around Italy. He sends me back to Mr. Hannon with the last and hammer and Mrs. Hannon says, God above, what's up with your shoes? She laughs and Mr. Hannon shakes his head and I feel ashamed. I don't want to go to school next day and I pretend to be sick but Dad gets us up and gives us our fried bread and tea and tells us we should be grateful we have any shoes at all, that there are boys in Leamy's National School who go to school barefoot on bitter days. On our way to school Leamy's boys laugh at us because the tire pieces are so thick they add a few inches to our height and the boys say, How's the air up there? There are six or seven barefoot boys in my class and they don't say anything and I wonder if it's better to have shoes with rubber tires that make you trip and stumble or to go barefoot. If you have no shoes at all you'll have all the barefoot boys on your side. If you have rubber tires on your shoes
you're all alone with your brother and you have to fight your own battles. I sit on a bench in the schoolyard shed and take off my shoes and stockings but when I go into the class the master wants to know where my shoes are. He knows I'm not one of the barefoot boys and he makes me go back to the yard, bring in the shoes and put them on. Then he says to the class, There is sneering here. There is jeering at the misfortunes of others. Is there anyone in this class that thinks he's perfect? Raise your hands.
There are no hands. Is there anyone in this class that comes from a rich family with money galore to spend on shoes? Raise your hands.
There are no hands.
He says, There are boys here who have to mend their shoes whatever way they can. There are boys in this class with no shoes at all. It's not their fault and it's no shame. Our Lord had no shoes. He died shoeless. Do you see Him hanging on the cross sporting shoes? Do you, boys?
No, sir.
What is it you don't see Our Lord doing?
Hanging on the cross and sporting shoes, sir.
Now if I hear of one boy in this class jeering and sneering at
McCourt or his brother over their
will come out, boys?
The stick, sir.
The stick will sting, boys.
air, it will land on the backside
sneers. Where will it land, boys?
shoes the stick will come out. What
The ash plant will whistle through the
of the boy that jeers, the boy that
On the boy that jeers, sir.
And?
The boy that sneers, sir.
The boys bother us no more and we wear our shoes with the rubber
tires the few weeks to Easter when the St. Vincent de Paul Society gives us the gift of boots.
If I have to get up in the middle of the night to pee in the bucket I go to the top of the stairs and look down to see if the angel might be on the seventh step. Sometimes I'm sure there's a light there and if everyone's asleep I sit on the step in case the angel might be bringing another baby or just coming for a visit. I ask Mam if the angel just brings the babies and then forgets about them. She says, Of course not. The angel never forgets the babies and comes back to make sure the baby is happy.
I could ask the angel all kinds of questions and I'm sure he'd answer, unless it's a girl angel. But I'm sure a girl angel would answer questions, too. I never heard anyone say they didn't.
I sit on the seventh step a long time and I'm sure the angel is there. I tell him all the things you can't tell your mother or father for fear of being hit on the head or told go out and play. I tell him all about school and how I'm afraid of the master and his stick when he roars at us in Irish and I still don't know what he's talking about because I came from America and the other boys were learning Irish a year before me.
I stay on the seventh step till it gets too cold or Dad gets up and tells me go back to bed. He's the one who told me the angel comes to the seventh step in the first place and you'd think he'd know why I'm sitting there. I told him one night that I was waiting for the angel, and he said, Och, now, Francis, you're a bit of a dreamer.
I get back into bed but I can hear him whisper to my mother. The poor wee lad was sitting on the stairs talking away to an angel.
He laughs and my mother laughs and I think, Isn't it curious the way big people laugh over the angel who brought them a new child.
Before Easter we move back downstairs to Ireland. Easter is better than Christmas because the air is warmer, the walls are not dripping with the damp, and the kitchen isn't a lake anymore, and if we're up early we might catch the sun slanting for a minute through the kitchen window.
In fine weather men sit outside smoking their cigarettes if they have them, looking at the world and watching us play. Women stand with their arms folded, chatting. They don't sit because all they do is stay at home, take care of the children, clean the house and cook a bit and the men need the chairs. The men sit because they're worn out from walking to the Labour Exchange every morning to sign for the dole, discussing the world's problems and wondering what to do with the rest of the day. Some stop at the bookie to study the form and place a shilling or two on a sure thing. Some spend hours in the Carnegie Library reading English and Irish newspapers. A man on the dole needs to keep up with things because all the other men on the dole are experts on what's going on in the world. A man on the dole must be ready in case another man on the dole brings up Hitler or Mussolini or the terrible state of the Chinese millions. A man on the dole goes home after a day with the bookie or the newspaper and his wife will not begrudge him a few minutes with the ease and peace of his cigarette and his tea and time to sit in his chair and think of the world.
Easter is better than Christmas because Dad takes us to the Redemptorist church where all the priests wear white and sing. They're happy because Our Lord is in heaven. I ask Dad if the baby in the crib is dead and he says, No, He was thirty-three when He died and there He is, hanging on the cross. I don't understand how He grew up so fast that He's hanging there with a hat made of thorns and blood everywhere, dripping from His head, His hands, His feet, and a big hole near His belly.
Dad says I'll understand when I grow up. He tells me that all the time now and I want to be big like him so that I can understand everything. It must be lovely to wake up in the morning and understand everything. I wish I could be like all the big people in the church, standing and kneeling and praying and understanding everything.
At the Mass people go up to the altar and the priest puts something into their mouths. They come back to their seats with their heads down, their mouths moving. Malachy says he's hungry and he wants some, too. Dad says, Shush, that's Holy Communion, the body and blood of Our Lord.
But, Dad.
Shush, it's a mystery.
There's no use asking more questions. If you ask a question they
tell you it's a mystery, you'll understand when you grow up, be a good boy, ask your mother, ask your father, for the love o' Jesus leave me alone, go out and play.
Dad gets his first job in Limerick at the cement factory and Mam is happy. She won't have to stand in the queue at the St. Vincent de Paul Society asking for clothes and boots for Malachy and me. She says it's not begging, it's charity, but Dad says it's begging and shameful. Mam says she can now pay off the few pounds she owes at Kathleen O'Connell's shop and she can pay back what she owes her own mother. She hates to be under obligation to anyone, especially her own mother.
The cement factory is miles outside Limerick and that means Dad has to be out of the house by six in the morning. He doesn't mind because he's used to the long walks. The night before Mam makes him a flask of tea, a sandwich, a hard-boiled egg. She feels sorry for him the way he has to walk three miles out and three miles back. A bicycle would be handy but you'd have to be working a year for the price of it.
Friday is payday and Mam is out of the bed early, cleaning the house and singing.
Anyone can see why I wanted your kiss, It had to be and the reason is this...
There isn't much to clean in the house. She sweeps the kitchen floor and the floor of Italy upstairs. She washes the four jam jars we use for mugs. She says if Dad's job lasts we'll get proper cups and maybe saucers and some day, with the help of God and His Blessed Mother, we'll have sheets on the bed and if we save a long time a blanket or two instead of those old coats which people must have left behind during the Great Famine. She boils water and washes the rags that keep Michael from shitting all over the pram and the house itself. Oh, she says, we'll have a lovely tea when your Pop brings home the wages tonight.
Pop. She's in a good mood.
Sirens and whistles go off all over the city when the men finish work at half-past five. Malachy and I are excited because we know that when your father works and brings home the wages you get the Friday Penny. We know this from other boys whose fathers work and we know that after your tea you can go to Kathleen O'Connell's shop and buy sweets. If your mother is in a good mood she might even give you tuppence to go to the Lyric Cinema the next day to see a film with James Cagney.
The men who work in factories and shops in the city are coming into the lanes to have their supper, wash themselves and go to the pub. The women go to the films at the Coliseum or the Lyric Cinema. They buy sweets and Wild Woodbine cigarettes and if their husbands are working a long time they treat themselves to boxes of Black Magic chocolates. They love the romance films and they have a great time crying their eyes out when there's an unhappy ending or a handsome lover goes away to be shot by Hindus and other non-Catholics.
We have to wait a long time for Dad to walk the miles from the cement factory. We can't have our tea till he's home and that's very hard because you smell the cooking of other families in the lane. Mam says it's a good thing payday is Friday when you can't eat meat because the smell of bacon or sausages in other houses would drive her out of her mind. We can still have bread and cheese and a nice jam jar of tea with lashings of milk and sugar and what more do you want?
The women are gone to the cinemas, the men are in the pubs, and still Dad isn't home. Mam says it's a long way to the cement factory even if he's a fast walker. She says that but her eyes are watery and she's not singing anymore. She's sitting by the fire smoking a Wild Woodbine she got on credit from Kathleen O'Connell. The fag is the only luxury she has and she'll never forget Kathleen for her goodness. She doesn't know how long she can keep the water boiling in this kettle. There's no use making the tea till Dad gets home because it will be stewed, coddled, boiled and unfit to drink. Malachy says he's hungry and she gives him a piece of bread and cheese to keep him going. She says, This job could be
the saving of us. 'Tis hard enough for him to get a job with his northern accent and if he loses this one I don't know what we're going to do.
The darkness is in the lane and we have to light a candle. She has to give us our tea and bread and cheese because we're so hungry we can't wait another minute. She sits at the table, eats a bit of bread and cheese, smokes her Wild Woodbine. She goes to the door to see if Dad is coming down the lane and she talks about the paydays when we searched for him all over Brooklyn. She says, Some day we'll all go back to America and we'll have a nice warm place to live and a lavatory down the hall like the one in Classon Avenue and not this filthy thing outside our door.
The women are coming home from the cinemas, laughing, and the men, singing, from the pubs. Mam says there's no use waiting up any longer. If Dad stays in the pubs till closing time there will be nothing left from his wages and we might as well go to bed. She lies in her bed with Michael in her arms. It's quiet in the lane and I can hear her crying even though she pulls an old coat over her face and I can hear in the distance, my father.
I know it's my father because he's the only one in Limerick who sings that song from the North, Roddy McCorley goes to die on the bridge of Toome today. He comes round the corner at the top of the lane and starts Kevin Barry. He sings a verse, stops, holds on to a wall, cries over Kevin Barry. People stick their heads out windows and doors and tell him, For Jasus' sake, put a sock in it. Some of us have to get up in the morning for work. Go home and sing your feckin' patriotic songs.
He stands in the middle of the lane and tells the world to step outside, he's ready to fight, ready to fight and die for Ireland, which is more than he can say for the men of Limerick, who are known the length and breadth of the world for collaborating with the perfidious Saxons.
He's pushing in our door and singing,
And if, when all a vigil keep,
The West's asleep, the West's asleep! Alas! and well my Erin weep,
That Connacht lies in slumber deep,
But hark! a voice like thunder spake 'The West's awake! the West's awake! Sing, Oh, hurrah, let England quake, We'll watch till death for Erin's sake!'
He calls from the bottom of the stairs, Angela, Angela, is there a drop of tea in this house?
She doesn't answer and he calls again, Francis, Malachy, come down here, boys. I have the Friday Penny for you.
I want to go down and get the Friday Penny but Mam is sobbing with the coat over her mouth and Malachy says, I don't want his old Friday Penny. He can keep it.
Dad is stumbling up the stairs, making a speech about how we all have to die for Ireland. He lights a match and touches it to the candle by Mam's bed. He holds the candle over his head and marches around the room, singing, See who comes over the red-blossomed heather, Their green banners kissing the pure mountain air, Heads erect, eyes to front,
stepping proudly together, Sure freedom sits throned on each proud spirit there.
Michael wakes and lets out a loud cry, the Hannons are banging on the wall next door, Mam is telling Dad he's a disgrace and why doesn't he get out of the house altogether.
He stands in the middle of the floor with the candle over his head. He pulls a penny from his pocket and waves it to Malachy and me. Your Friday Penny, boys, he says. I want you to jump out of that bed and line up here like two soldiers and promise to die for Ireland and I'll give the two of you the Friday Penny.
Malachy sits up in the bed. I don't want it, he says.
And I tell him I don't want it, either.
Dad stands for a minute, swaying, and puts the penny back in his
pocket. He turns toward Mam and she says, You're not sleeping in this bed tonight. He makes his way downstairs with the candle, sleeps on a chair, misses work in the morning, loses the job at the cement factory, and we're back on the dole again.
IV
The master says it's time to prepare for First Confession and First Communion, to know and remember all the questions and answers in the catechism, to become good Catholics, to know the difference between right and wrong, to die for the Faith if called on.
The master says it's a glorious thing to die for the Faith and Dad says it's a glorious thing to die for Ireland and I wonder if there's anyone in the world who would like us to live. My brothers are dead and my sister is dead and I wonder if they died for Ireland or the Faith. Dad says they were too young to die for anything. Mam says it was disease and starvation and him never having a job. Dad says, Och, Angela, puts on his cap and goes for a long walk.
The master says we're each to bring threepence for the First Communion catechism with the green cover. The catechism has all the questions and answers we have to know by heart before we can receive First Communion. Older boys in the fifth class have the thick Confirmation catechism with the red cover and that costs sixpence. I'd love to be big and important and parade around with the red Confirmation catechism but I don't think I'll live that long the way I'm expected to die for this or that. I want to ask why there are so many big people who haven't died for Ireland or the Faith but I know if you ask a question like that you get you the thump on the head or you're told go out and play.
It's very handy to have Mikey Molloy living around the corner from me. He's eleven, he has fits and behind his back we call him Molloy the Fit. People in the lane say the fit is an affliction and now I know what affliction means. Mikey knows everything because he has visions in his fits and he reads books. He's the expert in the lane on Girls' Bodies and Dirty Things in General and he promises, I'll tell you everything, Frankie, when you're eleven like me and you're not so thick and ignorant.
It's a good thing he says Frankie so I'll know he's talking to me because he has crossed eyes and you never know who he's looking at. If he's talking to Malachy and I think he's talking to me he might go into a
rage and have a fit that will carry him off. He says it's a gift to have crossed eyes because you're like a god looking two ways at once and if you had crossed eyes in the ancient Roman times you had no problem getting a good job. If you look at pictures of Roman emperors you'll see there's always a great hint of crossed eyes. When he's not having the fit he sits on the ground at the top of the lane reading the books his father brings home from the Carnegie Library. His mother says books books books, he's ruining his eyes with the reading, he needs an operation to straighten them but who'll pay for it. She tells him if he keeps on straining his eyes they'll float together till he has one eye in the middle of his head. Ever after his father calls him Cyclops, who is in a Greek story.
Nora Molloy knows my mother from the queues at the St. Vincent de Paul Society. She tells Mam that Mikey has more sense than twelve men drinking pints in a pub. He knows the names of all the Popes from St. Peter to Pius the Eleventh. He's only eleven but he's a man, oh, a man indeed. Many a week he saves the family from pure starvation. He borrows a handcart from Aidan Farrell and knocks on doors all over Limerick to see if there are people who want coal or turf delivered, and down the Dock Road he'll go to haul back great bags a hundredweight or more. He'll run messages for old people who can't walk and if they don't have a penny to give him a prayer will do.
If he earns a little money he hands it over to his mother, who loves her Mikey. He is her world, her heart's blood, her pulse, and if anything ever happened to him they might as well stick her in the lunatic asylum and throw away the key.
Mikey's father, Peter, is a great champion. He wins bets in the pubs by drinking more pints than anyone. All he has to do is go out to the jakes, stick his finger down his throat and bring it all up so that he can start another round. Peter is such a champion he can stand in the jakes and throw up without using his finger. He's such a champion they could chop off his fingers and he'd carry on regardless. He wins all that money but doesn't bring it home. Sometimes he's like my father and drinks the dole itself and that's why Nora Molloy is often carted off to the lunatic asylum demented with worry over her hungry famishing family. She knows as long as you're in the asylum you're safe from the world and its torments, there's nothing you can do, you're protected, and what's the use of worrying. It's well known that all the lunatics in the asylum have to be dragged in but she's the only one that has to be dragged out, back to her five children and the champion of all pint drinkers.
You can tell when Nora Molloy is ready for the asylum when you see her children running around white with flour from poll to toe. That happens when Peter drinks the dole money and leaves her desperate and she knows the men will come to take her away. You know she's inside frantic with the baking. She wants to make sure the children won't starve while she's gone and she roams Limerick begging for flour. She goes to priests, nuns, Protestants, Quakers. She goes to Rank's Flour Mills and begs for the sweepings from the floor. She bakes day and night. Peter begs her to stop but she screams, This is what comes of drinking the dole. He tells her the bread will only go stale. There's no use talking to her. Bake bake bake. If she had the money she'd bake all the flour in Limerick and regions beyond. If the men didn't come from the lunatic asylum to take her away she'd bake till she fell to the floor.
The children stuff themselves with so much bread people in the lane say they're looking like loaves. Still the bread goes stale and Mikey is so bothered by the waste he talks to a rich woman with a cookbook and she tells him make bread pudding. He boils the hard bread in water and sour milk and throws in a cup of sugar and his brother loves it even if that's all they have the fortnight their mother is in the lunatic asylum.
My father says, Do they take her away because she's gone mad baking bread or does she go mad baking bread because they're taking her away?
Nora comes home calm as if she had been at the seaside. She always says, Where's Mikey? Is he alive? She worries over Mikey because he's not a proper Catholic and if he had a fit and died who knows where he might wind up in the next life. He's not a proper Catholic because he could never receive his First Communion for fear of getting anything on his tongue that might cause a fit and choke him. The master tried over and over with bits of the Limerick Leader but Mikey kept spitting them out till the master got into a state and sent him to the priest, who wrote to the bishop, who said, Don't bother me, handle it yourself. The master sent a note home saying Mikey was to practice receiving Communion with his father or mother but even they couldn't get him to swallow a piece of the Limerick Leader in the shape of a wafer. They even tried a piece of bread shaped like the wafer with bread and jam and it was no use. The priest tells Mrs. Molloy not to worry. God moves in mysterious ways His wonders to perform and surely He has a special purpose for Mikey, fits and all. She says, Isn't it remarkable he can swally all kinds of sweets and buns but if he has to swally the body of Our Lord he goes into a fit? Isn't that remarkable? She worries Mikey might have the fit and die and go to hell if he has any class of a sin on his soul though everyone knows he's an angel out of heaven. Mikey tells her God is not going to afflict you with the fit and then boot you into hell on top of it. What kind of a God would do a thing like that?
Are you sure, Mikey?
I am. I read it in a book.
He sits under the lamppost at the top of the lane and laughs over
