X1,Unnamed: 0,Unnamed: 0.1,song,artist,text,duration_ms,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
460,460,460,Hymn For The Weekend,Coldplay,"[Intro: Beyoncé]
And said drink from me, drink from me
(Oh-ah-oh-ah)
That we shoot across the sky
Symphony
That we shoot across the sky
Pour on a...
Drink from me, drink from me
(Oh-ah-oh-ah)
That we shoot across the sky
Symphony
(So high, so high)
That we shoot across the sky

[Verse 1: Chris Martin]
Oh, angel sent from up above
You know you make my world light up
When I was down, when I was hurt
You came to lift me up
Life is a drink and love's a drug
Oh now I think I must be miles up
When I was a river dried up
You came to rain a flood

[Pre-Chorus: Chris Martin with Beyoncé]
You said drink from me, drink from me
When I was so thirsty
Poured on a symphony
Now I just can't get enough
Put your wings on me, wings on me
When I was so heavy
Poured on symphony
When I'm low, low, low, low

[Chorus: Chris Martin]
I-Oh-I-Oh-I
Got me feeling drunk and high
So high, so high
Oh-I-Oh-I-Oh-I
Now I’m feeling drunk and high
So high, so high
(Woo)
(Woo-ooo-ooo-woo)

[Verse 2: Chris Martin with Beyoncé]
Oh, angel sent from up above
I feel you coursing through my blood
Life is a drink and your love's about
To make the stars come out

[Pre-Chorus: Chris Martin with Beyoncé]
Put your wings on me, wings on me
When I was so heavy
Poured on symphony
When I'm low, low, low, low

[Chorus: Chris Martin]
I-Oh-I-Oh-I
Got me feeling drunk and high
So high, so high
Oh-I-Oh-I-Oh-I
I’m feeling drunk and high
So high, so high

[Bridge: Beyoncé with Chris Martin]
I-Oh-I-Oh-I
La, la, la, la, la, la, la
So high, so high
I-Oh-I-Oh-I
Now I'm feeling drunk and high
So high, so high

[Outro: Beyoncé  with Chris Martin]
That I shoot across the sky
That I shoot across the...
That I shoot across the sky
Let me shoot across the... (Let me shoot)
Let me shoot across the sky
Let me shoot across the...
Let me shoot across the sky
That we shoot across the...",258827,0,0.255,0.49,0.743,7.21e-6,0.3,-5.155,0.0409,89.974,0.363
434,434,434,Wake Up,Fetty Wap,"[Intro]
1738
Tellin' you guys how I feel man...

[Hook]
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over medicated
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it, ayy
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over ""Medicated""
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it

[Verse 1]
I told moms I ain't trippin' over school cause I made it
Said, ""Boy you got a son, supposed to be his inspiration""
Put a milli' in his bank account
Don't leave him out I was thinkin'
I'll never do him wrong like they did the operation
Took a nigga's vision from him, was a mothafuckin' baby
Said a couple years later they can give it back to me
Technology is movin' too slow, I'm waitin' patiently
Shit, I don't want it no more, this how I'm meant to be
Remember young kids in the school used to laugh at him
Guess I played my numbers real good, check the mathematics
Niggas broke and Zoovie Zoo up, why they mad at him?
Man I bought about 12 cars just to blast past 'em
Switch cars so much, they don't know which one to blast at
And my bitch so bad and you know her ass fat
Wanna ride through and they is who I'll laugh at
Zoo Gang my crew, won't put nothin' past that

[Hook]
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over ""Medicated""
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it, ayy
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over ""Medicated""
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it

[Bridge]
Yeah, yeah
Yeah, baby, yeah, yeah baby

[Hook]
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over ""Medicated""
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it, ayy
When you wake up in the mornin', ayy
Mom's yellin' in your room
Like can I get 5 more minutes?
Shit, I ain't really trippin' over school
Let's get Wiz Khalifa high and
Get meditated over ""Medicated""
Get Wiz Khalifa high and
Throw your caps in the air like you know you made it

[Outro]
Yeah, baby, woah, baby
Woah, baby",224000,5,0.172,0.647,0.673,0,0.223,-5.992,0.176,179.971,0.527
486,486,486,One Hell Of An Amen,Brantley Gilbert,"[Verse 1]
Preacher said he died too young
Over there toting that gun
For Uncle Sam and our freedom
Mom and Daddy dressed in black
They folded up that flag
Handed it to dad
And started praying
Yeah he went out 21 guns blazing

[Chorus]
And that's One Hell of an Amen
That's the only way to go
Fighting the good fight
Till the good Lord calls you home
And so be well, my friend
Until I see you again
This is our last goodbye
But it's a Hell of an Amen

[Instrumental]

[Verse 2]
Doctor said he ain't got long
He just smiled said bring it on
If you think I'm scared
You got it all wrong
A little cancer can't break me
My heart's right and I believe
We all hit our knees
Started praying
No, he never gave up
Said the Good Lord's waiting

[Chorus]
And that's One Hell of an Amen
That's the only way to go
Fighting the good fight
Till the good Lord calls you home
And so be well, my friend
Until I see you again
This is our last goodbye
But it's a Hell of an Amen

[Instrumental]

[Outro]
So be well my friend
Til' I see you again
This is our last goodbye
But it's a Hell of an Amen

Amen

It's a Hell of an Amen",221466,1,0.012,0.549,0.663,4.63e-6,0.0751,-5.598,0.0291,138.02,0.553
415,415,415,"Sit Still, Look Pretty",Daya,"[Verse 1]
Could dress up, to get love
But guess what?
I'm never gonna be that girl
Who's living in a Barbie world
Could wake up in make up and play dumb
Pretending that I need a boy
Who's gonna treat me like a toy

[Pre-Chorus 1]
I know the other girlies wanna wear expensive things like diamond rings
But I don't wanna be the puppet that you're playing on a string
This queen don't need a king

[Chorus]
Oh I don't know what you've been told
But this gal right here's gonna rule the world
Yeah, that is where I'm gonna be because I wanna be
No, I don't wanna sit still, look pretty
You get off on your 9 to 5
Dream of picket fences and trophy wives
But no, I'm never gonna be 'cause I don't wanna be
'Cause I don't wanna sit still, look pretty

[Verse 2]
Mr. Right could be nice, for one night
But then he wanna take control
And I would rather fly solo
That Snow White, she did right in her life
Had 7 men to do the chores
'Cause that's not what a lady's for

[Pre-Chorus 2]
The only thing a boy's gonna give a girl for free's captivity
And I might love me some vanilla, but I'm not that sugar sweet
Call me HBIC

[Chorus]
Oh I don't know what you've been told
But this gal right here's gonna rule the world
Yeah, that is where I'm gonna be because I wanna be
No, I don't wanna sit still, look pretty
You get off on your 9 to 5
Dream of picket fences and trophy wives
But no, I'm never gonna be 'cause I don't wanna be
No, I don't wanna sit still, look pretty

[Bridge]
Sure, I'm a pretty girl up in a pretty world
But they say pretty hurts
And I don't wanna sit still
I'm a pretty girl up in a pretty world
But no, I won't sit still, look pretty
Sure, I'm a pretty girl up in a pretty world
But they say pretty hurts
And I don't wanna sit still
I'm a pretty girl up in a pretty world
But no, I won't sit still, look pretty

[Chorus]
Oh I don't know what you've been told
But this gal right here's gonna rule the world
Yeah, that is where I'm gonna be because I wanna be
No, I don't wanna sit still, look pretty
You get off on your 9 to 5
Dream of picket fences and trophy wives
But no, I'm never gonna be 'cause I don't wanna be
'Cause I don't wanna sit still, look pretty
Oh I don't know what you've been told
But this gal right here's gonna rule the world
Yeah, that is where I'm gonna be because I wanna be
No, I don't wanna sit still, look pretty
You get off on your 9 to 5
Dream of picket fences and trophy wives
But no, I'm never gonna be 'cause I don't wanna be
No, I don't wanna sit still, look pretty

[Outro]
Sit still, look pretty
Sit still, look pretty
Sit still, look pretty
Sit still, look pretty

[Mike Campbell's inspiration]",202221,2,0.141,0.657,0.739,0,0.178,-4.081,0.274,181.994,0.543
392,392,392,Beautiful Crazy,Luke Combs,"[Verse 1]
Her day starts with a coffee and ends with a wine
Takes forever getting ready so she's never on time for anything
When she gets that ""come get me"" look in her eyes
Well, it kinda scares me, the way that she drives me wild
When she drives me wild

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

[Verse 2]
She makes plans for the weekend, can't wait to go out
Till she changes her mind
Says 'let's stay on the couch and watch TV'
And she falls asleep

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

[Bridge]
She's unpredictable, unforgettable
It's unusual, unbelievable
How I'm such a fool, yeah I'm such a fool for her

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy, she's crazy, she's crazy
But her crazy's beautiful to me
Her crazy's beautiful to me",193200,11,0.676,0.552,0.402,0,0.0928,-7.431,0.0262,103.313,0.382
461,461,461,Beautiful Drug,Zac Brown Band,"[Verse 1]
I got a death wish
Her looks can kill
She’s got a red dress
Lipstick and heels
Pull me in
Get me hooked like a junkie
You got me feeling so high

[Chorus]
You’re such a beautiful drug
I can’t get enough
Addicted and I’m dying for a hit of your love
Got a death wish baby, baby
Don’t want you to save me, save me

[Verse 2]
She lets her hair down
And all of mine stand up
Can’t help but stare now
Gotta feel that touch
Her kiss, my fix, so sweet
Can’t quit those lips are a habit to me
Sweet intoxication and I’m never getting sober
I can tell that the effects are taking over
Pull me in
Get me hooked like a junkie
You got me feeling so high tonight

[Chorus]
You’re such a beautiful drug
I can’t get enough
I’m addicted and dying for a hit of your love
I’m losing it baby
Keep driving me crazy, crazy

[Bridge]
Going out of my mind
Staring at you
Burning up in your fire that I’ve fallen into
Got a death wish baby, baby
Don’t want you to save me, save me
Tonight",191600,8,0.0424,0.61,0.857,2e-6,0.128,-5.267,0.0877,125.838,0.373
435,435,435,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,"[Intro: Billy Ray Cyrus]
Oh, oh-oh
Oh

[Refrain: Billy Ray Cyrus]
Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more

[Verse 1: Lil Nas X]
I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match
Ridin' on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off that porch, now

[Chorus: Lil Nas X]
Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

[Drop]

[Chorus: Lil Nas X]
Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'

[Verse 2: Billy Ray Cyrus]
Hat down, cross town, livin' like a rockstar
Spent a lot of money on my brand new guitar
Baby's got a habit: diamond rings and Fendi sports bras
Ridin' down Rodeo in my Maserati sports car
Got no stress, I've been through all that
I'm like a Marlboro Man so I kick on back
Wish I could roll on back to that old town road
I wanna ride 'til I can't no more

[Refrain: Lil Nas X & Billy Ray Cyrus]
Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more

[Drop]

[Refrain: Lil Nas X & Billy Ray Cyrus]
Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more",157067,6,0.0533,0.878,0.619,0,0.113,-5.56,0.102,136.041,0.639
487,487,487,Die A Happy Man,Thomas Rhett,"[Verse 1]
Baby, last night was hands down
One of the best nights that I've had, no doubt
Between the bottle of wine and the look in your eyes and the Marvin Gaye
Then we danced in the dark under September stars in the pourin' rain

[Pre-Chorus]
And I know that I can't ever tell you enough
That all I need in this life is your crazy love

[Chorus 1]
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh, if all I got is your hand in my hand
Baby, I could die a happy man
A happy man, baby

[Verse 2]
Baby, that red dress brings me to my knees
Oh, but that black dress makes it hard to breathe
You’re a saint, you’re a goddess, the cutest, the hottest, a masterpiece
It's too good to be true, nothing better than you in my wildest dreams

[Pre-Chorus]
And I know that I can't ever tell you enough
That all I need in this life is your crazy love

[Chorus 1]
If I never get to see the Northern lights
Or if I never get to see the Eiffel Tower at night
Oh, if all I got is your hand in my hand
Baby, I could die a happy man, yeah, yeah
Mmm

[Bridge]
I don't need no vacation, no fancy destination
Baby, you're my great escape
We could stay at home, listen to the radio
Dance around the fireplace

[Chorus 2]
Oh, if I never get to build my mansion in Georgia
Or drive a sports car up the coast of California
Oh, if all I got is your hand in my hand
Baby, I could die a happy man

[Post-Chorus]
Baby, I could die a happy man
Oh, I could die a happy man
You know I could, girl
I could die, I could die a happy man
Mmm",227427,2,0.381,0.66,0.383,0,0.119,-9.377,0.0304,83.096,0.381
393,393,393,What We Ain't Got,Jake Owen,"[Verse 1]
We all want what we ain't got
Our favorite doors are always locked
On a higher hill with a taller top
We all want what we ain't got
We ain't happy where we are
There's greener grass in the neighbors yard
A bigger house and a faster car
We ain't happy where we are

[Chorus]
All I want is what I had
I'll trade it all just to get her back
She's moving on, but I guess I'm not
We all want what we ain't got

[Verse 2]
We all wish it didn't hurt
When you try your best and it doesn't work
And goodbye's such a painful word
We all wish it didn't hurt

[Chorus]
All I want is what I had
I'll trade it all just to get her back
She's moving on, but I guess I'm not
We all want what we ain't got

[Chorus]
All I want is what I had
I'll trade it all just to get her back
She's moving on, but I guess I'm not
We all want what we ain't got

[Verse 3]
I wanted the world until my whole world stopped
You know a love like that ain't easily forgot
I guess we all want what we ain't got
Yeah, we all want what we ain't got",218787,9,0.952,0.537,0.257,3.89e-5,0.0899,-10.447,0.0344,127.981,0.169
416,416,416,"Hey Look Ma, I Made It",Panic! At The Disco,"[Verse 1]
All my life, been hustlin'
And tonight is my appraisal
'Cause I'm a hooker sellin' songs
And my pimp's a record label
This world is full of demons
Stocks and bonds and bible traders
So I do the deed
Get up and leave
A climber and a sadist, yeah

[Pre-Chorus]
Are you ready for the sequel?
Ain't ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
If it’s a dream, don't wake me, don't wake me
I said, “Hey look ma, I made it.”

[Verse 2]
Friends are happy for me
Or they're honeysuckle phonies
Then they celebrate my medals
Or they wanna take my trophies
Some are loyal soldiers
While these other thorns are rosy
And if you never know who you can trust
Then trust me, you'll be lonely, oh

[Pre-Chorus]
Are you ready for the sequel?
Ain't you ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
If it's a dream, don't wake me, don't wake me
I said, “Hey look ma, I made it, I made it.”
I said, “Hey look ma, I made it, I made it.”
I see it, I want it, I take it, take it
If it's a dream, don't wake me, don't wake me

[Outro]
I said, “Hey look ma, I made it.”
(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin', wide awake and dreamin')
Hey look ma, I made it
(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin')
Hey look ma, I made it",169667,5,0.0137,0.577,0.833,0,0.121,-3.337,0.0695,107.936,0.58
488,488,488,Heartbeat,Carrie Underwood,"[Verse 1]
I love it when we're at a party in a downtown crowd, oh
But I can't hear you call me baby with the music up loud
Red wine, good times, no I don't mind being with everyone else
And then there's nights like tonight that I, I want you to myself

[Chorus]
And tonight, I wanna drive so far, we'll only find static on the radio
And we can't see those city lights and I love the way you look in a firefly glow
Saying everything without making a sound
A cricket choir in the background, underneath a harvest moon
Standing on your shoes in my bare feet
Dancing to the rhythm of your heartbeat
Oh whoa, and we're dancing to the rhythm of your heartbeat

[Verse 2]
I wanna feel it like a kick drum, beatin' faster in your chest
I wanna feel you holding onto me and make me hold my breath
You pull me closer, my head on your shoulder
Baby, we won't need a song
We'll make a fallen star wish, one more slow kiss
What are we waiting on?

[Chorus]
And tonight, I wanna drive so far, we'll only find static on the radio
And we can't see those city lights and I love the way you look in a firefly glow
Saying everything without making a sound
A cricket choir in the background, underneath a harvest moon
Standing on your shoes in my bare feet
Dancing to the rhythm of your heartbeat
Yeah, we're dancing to the rhythm of your heartbeat

[Bridge]
I wanna feel it like a kick drum, beatin' faster in your chest

[Chorus]
And tonight, I wanna drive so far, we'll only find static on the radio
And we can't see those city lights and I love the way you look in a firefly glow
Saying everything without making a sound, with the
River rolling in the background, underneath a harvest moon
Standing on your shoes in my bare feet
Dancing to the rhythm of your heartbeat
We're dancing to the rhythm of your heartbeat, oh",209920,1,0.606,0.54,0.766,0,0.0903,-4.478,0.05,139.999,0.435
462,462,462,Needed Me,Rihanna,"[Intro: YG]
Mustard on the beat ho!

[Verse 1]
I was good on my own
That's the way it was
That's the way it was
You was good on the low
For a faded fuck
On some faded love
Shit, what the fuck you complaining for?
Feeling jaded, huh?
Used to trip off that shit I was kickin' to you
Had some fun on the run though I'll give it to you

[Pre-Chorus]
But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage?
Fuck ya white horse and ya carriage
Bet you never could imagine
Never told you you could have it

[Chorus]
You needed me
Oooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooo, you needed me

[Verse 2]
You been rollin' around, shit I'm rollin' up
Light and roll it up
Break it down, like a pound, shit was never us
Shit was never us
That's the real, on the real, are you serious?
How you feel, how you feel?
Used to trip off that shit I was kickin' to ya
Had some fun on the run though, I give it to ya

[Pre-Chorus]
But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage?
Fuck ya white horse and ya carriage
Bet you never could imagine
Never told you you could have it

[Chorus]
You needed me
Oooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooo, you needed me",191600,5,0.11,0.671,0.314,0,0.0825,-8.091,0.244,110.898,0.296
394,394,394,From The Ground Up,Dan + Shay,"[Verse 1: Dan & Shay]
Grandma and grandpa painted a picture
Of 65 years in one little house
More than a memory
More than saying I do
Kiss you goodnights
And I love you’s
Me and you baby
We’ll walk in their footsteps
We’ll build our own family
One day at a time
10 little toes
A painted pink room
Our beautiful baby looks just like you

[Chorus 1: Dan & Shay]
And we’ll build this love from the ground up
Now til forever it’s all of me, all of you
Just take my hand and I’ll be the man your dad hoped that I’d be
And we’ll build this love from the ground up
For worse or for better
And I will be all you need
Beside you I’ll stand through the good and the bad
We’ll give all that we have
And we’ll build this love from the ground up

[Verse 2: Dan & Shay]
This life will go by in the blink of an eye
But I wouldn’t wanna spend it without you by my side
The clouds are gonna roll
The earth’s gonna shake
But I’ll be your shelter
Through the wind and the rain

[Chorus 2: Dan & Shay]
And we’ll build this love from the ground up
Now til forever it’s all of me, all of you
Just take my hand and I’ll be the man your dad hoped that I’d be
And we’ll build this love from the ground up
For worse or for better
And I will be all you need
Beside you I’ll stand through the good and the bad
We’ll give all that we have
And we’ll build this love from the ground up

[Verse 3: Dan & Shay]
Someday we’ll wake up with thousands of pictures
Of 65 years in this little house
I won’t trade for nothin’ this life that we built
I’ll kiss you goodnight and say I love you still

[Chorus 3: Dan & Shay]
And we’ll build this love from the ground up
For worse or for better
And I will be all you need
Beside you I’ll stand through the good and the bad
We’ll give all that we have
And we’ll build this love from the ground up
From the ground up",253933,9,0.333,0.281,0.58,0,0.122,-5.967,0.0323,151.568,0.282
417,417,417,On My Way To You,Cody Johnson,"[Verse 1]
All the boats I've missed
All the hell I've caused
All the lips I've kissed
All the love I've lost
I got kicked around
I've been black and blue
On my way to you

[Verse 2]
All the stars I've seen
All the songs I've sung
All the beers I've drank
All the damage done
I was just passin' time
Kinda just passin' through
On my way to you

[Chorus]
Every curve, every ditch
Every turn, every bridge
I left behind me up in smoke
Every fork in the road
It was all worth the while
When I finally saw your smile
Every highway, every heartbreak
Every mountain, every mile

[Verse 3]
I got the radio up
Sun is going down
I’ll take a left at the bank
And I’ll head straight through town
So baby, put on that dress
A little sweet perfume
‘Cause I’m on my way to you

[Instrumental Break]

[Chorus]
Yeah, every curve, every ditch
Every turn, every bridge
I left behind me up in smoke
Every fork in the road
It was all worth the while
When I finally saw your smile
Every highway, every heartbreak
Every mountain, every mile

[Verse 4]
All the boats I’ve missed
All the hell I’ve caused
All the lips I’ve kissed
All the love I’ve lost
I thank God for that
I guess he always knew
I was on my way to you

[Outro]
On my way to you
On my way to you",213307,1,0.327,0.443,0.538,4.61e-5,0.0866,-5.477,0.0309,157.97,0.245
436,436,436,I Think,"Tyler, The Creator","[Intro: Tyler, The Creator]
(Four, four, four, four)
(Four, skate, four, skate, four, skate, four, skate)

[Verse 1: Tyler, The Creator]
I don't know where I’m going (Skate)
But I know what I'm showing (Four)
Feelings, that's what I’m pouring (Skate)
What the fuck is your motive? (Four)
Man, I wish you would call me (Skate)
By your name 'cause I'm sorry (Four)
This is not apology (Skate)
You are such a distraction (Four)
Mess with T on-off (Skate)
Fuckin' up my ambiance, pause (Four)
You drive me cuckoo and I cough (Skate)
'Cause I want you like Leon Ware (Fuck that)
Okay, say, dinner (Fuck that)
Okay, wait a minute (Woah)
I drip that shit, I am on (Skate)
While curiosity killed the feline, gone (Four, skate)

[Chorus: Tyler, The Creator & Solange]
I think I'm falling in love (Skate)
This time I think it's for real (Four, skate)
I think I'm falling in love (Four, skate)
This time I think it’s for real (Four)
How can I tell you? (Skate) How can I tell you? (Four)
How can I tell you? (Skate) How can I tell you? (Four)
How can I tell you? (Skate) How can I tell you? (Four)
How can I tell you? (Skate) How can I tell you? (Four)

[Post-Chorus: Solange & Tyler, The Creator]
I notice that you’re there, but I'm always in your hair
And you’re always in my mind, maybe so (Four)

[Verse 2: Tyler, The Creator]
Wasted, boy, I need your attention (Skate)
I'm off balance, I need some fixin' (Four)
I'm your puppet, you are Jim Henson (Skate, four)

[Chorus: Tyler, The Creator & Solange]
Fall in love now (Skate)
I think I’m falling in love (Four)
Fell in love now (Skate)
This time I think it's for real (Four)
I think I'm in love now (Skate)
I think I'm falling in love (Four)
I think I'm in love now (Skate)
This time I think it's for real (Four, four)
How can I tell you? (Shut the fuck up) How can I tell you? (Four)
How can I tell you? (You fuckin' bitch) How can I tell you? (Four)
How can I tell you? (Skate) How can I tell you? (Four)
How can I tell you? Take 'em to the bridge

[Bridge: Tyler The Creator]
(Four, four, four)
Four, four, four, four (Four, skate)

[Chorus: Tyler, The Creator & Solange]
I think I'm falling in love (Four)
Fell in love now (Skate)
This time I think it's for real (Four)
I think I'm in love now (Skate)
I think I'm falling in love (Four, skate)
This time I think it's for real (Oh, oh, yeah, yeah)

[Outro: Tyler, The Creator]
(Four, skate, four, skate)",212013,8,0.00881,0.826,0.579,0,0.129,-8.241,0.0801,121.075,0.431
489,489,489,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,"[Intro: Major Lazer]
Danger them is, while some call them ""Major Lazer""

[Verse 1: Nyla]
Stand up like a solider, baby
Yeah, I know you're built like that
Gun it like a holster, baby
Show dem say you're wicked like that
We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in
Tonight we let it all go free

[Pre-Hook 1: Nyla]
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
Gimme the ting and make me rock, rock, rock, rock
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
Gimme the ting and make me

[Hook: Nyla]
Light it up!
Light it up!
Light it up!
(Light it up, light it up)

[Verse 2: Fuse ODG]
Show them you're flame to the fire
It's written like your name on a flyer
They wanna tame your desire
But you light it up, now your aims getting higher
I dey wait for messiah
But until that day I'mma rise up high
I put my light in the air
I wanna see everywhere

[Pre-Hook 2: Fuse ODG]
1 by 1, let me see you
2 by 2 for the sequel
3 by 3 for my people
I know say I'm bound to be next like my neighbour, ye
1 by 1, let me see you
2 by 2 for the sequel
3 by 3 for my people
1, 2, 3, everybody go!

[Hook: Nyla]
Light it up!
Light it up, light it up!
Light it up!
Light it up!

[Pre-Hook 2: Fuse ODG]
1 by 1, let me see you
2 by 2 for the sequel
3 by 3 for my people
I know say I'm bound to be next like my neighbour, ye
1 by 1, let me see you
2 by 2 for the sequel
3 by 3 for my people
Set it ablaze

[Hook: Nyla]
Light it up!

[Outro: Nyla]
Set it ablze like a candle wick
Hotter, hotter, hotter, hotter
Yeah, light it up",166138,9,0.0375,0.747,0.877,8.33e-4,0.233,-3.782,0.0664,107.991,0.752
463,463,463,679,Fetty Wap Featuring Remy Boyz,"[Produced by Peoples]

[Intro: Fetty Wap]
Yeaaah baby, 17
(RemyBoy Lifestyle)
Ay, ay, look

[Verse 1: Fetty Wap]
Baby girl, you're so damn fine, though
I'm tryna know if I could hit it from behind, though
I'm sipping on you like some fine wine, though
And when it's over, I press rewind though, ayy
You talking bands, girl, I got it
Benjamins all in my pocket
I traded in my Trues for some Robins
He playing Batman, Fetty's gon' rob him, ayy
I got a Glock in my 'Rari, ayy
17 shots, no .38
I got a Glock in my 'Rari
17 shots, no .38

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Verse 2: Montana Bucks]
Uh, yeah, Monty
Tell me what you see
Is it money or it’s me?
I smoke twenty, smell the weed
I got hunnies in my V
They like, ""Monty, can you be my baby daddy?""
I’m like, ""Yeah""
I got Robins on my jeans
You see the wings on every pair
All you see is Remy Boyz
You know my niggas everywhere
And if somebody got a problem
We could meet up anywhere
Now go say something
Don’t you niggas play dumb
You know where we came from
You don’t want sauce, no A1

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Verse 3: Fetty Wap]
Ayy, they think they know us
They can't control us
Man, I got this sewed up
Remy Boyz, they know us
679, this is Zoo year, baby
Monty and the Zoovier, baby
ZooGang, all my zoo near, baby, yeah, baby
A thousand on my shoes when I walk through, baby
10.5 for a walkthrough, baby
ZooGang, you know my whole zoo near
And baby, I'm Zoovier

[Removed for album: P-Dice]
Ayy, she a cutie and she fine, make me wanna make her mine
She ain't nothing like them bimbos
If you like it, we can swerve, we can light and stain up here
Blowing, pluck it out the window
We get playing, press rewind, got her singing every time
Take a high note for me, girlfriend
Got my city looking rude
I ain't Diddy, I ain't Loon, but I think I need a girlfriend
She feeling great as I'm talking to her
She a RemyGirl, so I'm gon' pursue her
I brought a lot of loud, lot of Remy to sip on
Thousand dollars when I get my tip on
I'm off her, asked her if her fatty real
She said that's all her, got her with the happy feel
I'm 'bout to spoil her, got her with the happy feel
I'm 'bout to spoil her, oh my

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
Just to see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Outro: Fetty Wap]
ZooWap, Monty
ZooWap, Dicey
Yeaah baby, Remy Boyz
Yeaah, yeaaah",196693,7,0.00256,0.618,0.717,0,0.625,-5.738,0.318,190.05,0.603
